Completed_At,Transaction_ID,FFI_Amount,TP_Amount,User_ID,User_Type,Status
2/1/22 8:00,135541,22.37,22.36,651,0,SUCCESS
2/1/22 11:58,123325,1.53,1.52,475,0,SUCCESS
2/1/22 16:19,136986,7.00,6.99,510,1,SUCCESS
2/1/22 18:36,137374,15.73,15.72,546,0,SUCCESS
2/3/22 14:56,145344,16.42,16.43,13,0,SUCCESS
2/3/22 15:06,145074,22.02,22.01,438,0,SUCCESS
2/4/22 1:44,134417,13.93,13.92,869,1,SUCCESS
2/4/22 4:35,147779,5.65,5.66,369,0,SUCCESS
2/4/22 11:55,136229,20.92,20.93,416,0,SUCCESS
2/5/22 3:38,151989,0.01,0.00,855,0,SUCCESS
2/5/22 15:49,154181,3.82,3.83,417,0,SUCCESS
2/5/22 21:20,142161,13.92,13.93,974,0,SUCCESS
2/6/22 19:04,159144,13.04,13.03,729,1,SUCCESS
2/6/22 23:16,159920,21.16,21.15,321,1,SUCCESS
2/7/22 11:48,162118,16.80,16.81,557,0,SUCCESS
2/7/22 21:52,150923,13.24,13.25,733,0,SUCCESS
2/8/22 2:22,164770,29.58,29.59,467,1,SUCCESS
2/8/22 4:38,165176,20.12,20.11,768,0,SUCCESS
2/8/22 19:24,167471,14.31,14.30,993,0,SUCCESS
2/9/22 22:13,159744,41.89,41.88,519,0,SUCCESS
2/10/22 12:29,162255,25.90,25.91,60,0,SUCCESS
2/10/22 16:51,163042,31.18,31.19,379,1,SUCCESS
2/12/22 23:47,186143,19.56,19.55,190,1,SUCCESS
2/13/22 7:34,174477,8.53,8.52,113,0,SUCCESS
2/13/22 8:34,187735,40.87,40.86,329,1,SUCCESS
2/13/22 20:18,176824,22.49,22.48,240,1,SUCCESS
2/14/22 6:20,191587,25.33,25.34,898,1,SUCCESS
2/14/22 7:35,187313,32.61,32.60,733,0,SUCCESS
2/14/22 10:00,179319,24.15,24.14,967,1,SUCCESS
2/15/22 8:33,196159,11.35,11.34,188,1,SUCCESS
2/16/22 4:17,199655,7.44,7.43,458,1,SUCCESS
2/17/22 1:34,203495,0.13,0.12,740,0,SUCCESS
2/17/22 9:29,204927,0.38,0.37,139,0,SUCCESS
2/17/22 11:16,205252,4.02,4.01,693,1,SUCCESS
2/17/22 20:01,203062,33.17,33.18,865,0,SUCCESS
2/17/22 21:37,194251,32.35,32.36,558,0,SUCCESS
2/18/22 0:23,207555,6.83,6.84,476,0,SUCCESS
2/18/22 0:43,207631,28.72,28.73,954,1,SUCCESS
2/19/22 12:56,201222,26.63,26.62,463,0,SUCCESS
2/20/22 4:34,217050,32.35,32.36,854,0,SUCCESS
2/20/22 5:13,217167,42.95,42.94,579,1,SUCCESS
2/20/22 5:24,217195,32.32,32.31,38,0,SUCCESS
2/20/22 7:52,217494,19.39,19.40,340,0,SUCCESS
2/20/22 14:08,218768,36.52,36.53,62,0,SUCCESS
2/20/22 16:05,206120,27.45,27.46,10,1,SUCCESS
2/21/22 0:12,220484,28.83,28.82,694,0,SUCCESS
2/21/22 3:38,221213,6.67,6.66,501,0,SUCCESS
2/21/22 7:04,218505,11.76,11.77,330,1,SUCCESS
2/21/22 20:55,223880,13.73,13.74,694,0,SUCCESS
2/22/22 15:48,226750,6.44,6.45,746,1,SUCCESS
2/22/22 16:13,214840,38.05,38.06,52,0,SUCCESS
2/23/22 11:50,231176,15.02,15.03,739,0,SUCCESS
2/23/22 12:14,231243,32.22,32.23,807,1,SUCCESS
2/24/22 1:28,220831,17.03,17.04,666,0,SUCCESS
2/24/22 2:58,233892,24.05,24.06,858,0,SUCCESS
2/24/22 10:30,235246,23.52,23.53,893,0,SUCCESS
2/25/22 3:03,238171,3.75,3.74,439,0,SUCCESS
2/25/22 9:40,239431,12.85,12.86,927,0,SUCCESS
2/25/22 20:58,241305,24.08,24.07,4,1,SUCCESS
2/26/22 4:15,242738,38.72,38.71,649,0,SUCCESS
2/26/22 4:37,242737,15.79,15.78,863,0,SUCCESS
2/26/22 19:17,245339,23.36,23.37,747,0,SUCCESS
2/27/22 9:59,248146,25.55,25.54,542,0,SUCCESS
2/27/22 13:30,248785,12.41,12.42,196,1,SUCCESS
2/27/22 19:36,249871,6.51,6.52,603,1,SUCCESS
2/28/22 3:30,251340,4.41,4.42,366,0,SUCCESS
2/28/22 22:30,254276,0.01,0.02,100,0,SUCCESS
3/1/22 1:30,255253,20.21,20.22,789,0,SUCCESS
3/1/22 9:44,256680,32.30,32.29,136,0,SUCCESS
3/1/22 22:17,259013,21.88,21.87,273,1,SUCCESS
3/2/22 2:50,259794,30.69,30.68,312,0,SUCCESS
3/2/22 11:15,261175,13.44,13.43,927,0,SUCCESS
3/2/22 18:08,262547,40.08,40.07,448,1,SUCCESS
3/2/22 18:44,249724,18.77,18.78,664,0,SUCCESS
3/4/22 11:31,269993,11.70,11.71,165,1,SUCCESS
3/4/22 14:31,257557,31.31,31.30,407,0,SUCCESS
3/4/22 18:08,271179,18.23,18.24,36,0,SUCCESS
3/5/22 20:18,275807,24.42,24.41,430,0,SUCCESS
3/5/22 23:51,276534,22.41,22.40,497,1,SUCCESS
3/6/22 3:32,277224,9.85,9.84,321,1,SUCCESS
3/6/22 17:35,279770,21.78,21.79,61,0,SUCCESS
3/6/22 19:23,280095,25.14,25.13,8,1,SUCCESS
3/7/22 23:02,272064,25.70,25.69,416,0,SUCCESS
3/8/22 16:13,288116,14.78,14.77,291,0,SUCCESS
3/9/22 17:41,292538,5.57,5.56,287,0,SUCCESS
3/10/22 15:58,296744,20.81,20.82,650,1,SUCCESS
3/11/22 11:35,300407,18.12,18.13,223,0,SUCCESS
3/11/22 20:07,301930,23.57,23.58,215,0,SUCCESS
3/12/22 15:34,305413,40.64,40.63,27,0,SUCCESS
3/13/22 7:25,308269,15.63,15.62,957,0,SUCCESS
3/13/22 10:35,308843,28.56,28.57,228,0,SUCCESS
3/13/22 17:09,310014,31.84,31.85,308,0,SUCCESS
3/13/22 22:58,310374,18.96,18.95,5,1,SUCCESS
3/14/22 12:19,313574,34.52,34.51,106,0,SUCCESS
3/14/22 13:08,313604,43.11,43.10,626,0,SUCCESS
3/14/22 17:23,314486,7.53,7.52,147,0,SUCCESS
3/15/22 14:50,305277,11.90,11.91,294,0,SUCCESS
3/15/22 19:03,306056,13.40,13.39,89,0,SUCCESS
3/15/22 22:23,319626,10.72,10.71,81,0,SUCCESS
3/16/22 8:17,321252,25.76,25.77,440,0,SUCCESS
3/16/22 10:54,321839,24.06,24.05,586,0,SUCCESS
3/18/22 14:42,318264,14.28,14.29,996,0,SUCCESS
3/18/22 17:55,331741,19.40,19.39,43,0,SUCCESS
3/19/22 2:24,320356,25.62,25.63,313,0,SUCCESS
3/19/22 4:33,333721,33.02,33.03,192,0,SUCCESS
3/19/22 12:42,335188,7.50,7.49,434,1,SUCCESS
3/20/22 13:17,326582,26.62,26.63,840,0,SUCCESS
3/20/22 14:04,339704,7.61,7.60,695,0,SUCCESS
3/20/22 14:31,339792,22.77,22.78,171,1,SUCCESS
3/22/22 4:29,333710,17.33,17.32,448,1,SUCCESS
3/22/22 12:07,348074,28.57,28.56,178,0,SUCCESS
3/23/22 13:59,348991,40.26,40.25,394,0,SUCCESS
3/24/22 3:19,355195,25.70,25.69,829,0,SUCCESS
3/24/22 7:58,356039,28.81,28.82,467,1,SUCCESS
3/24/22 11:47,356705,24.14,24.13,226,0,SUCCESS
3/24/22 16:46,357539,24.04,24.03,350,0,SUCCESS
3/25/22 0:50,359026,30.42,30.41,775,0,SUCCESS
3/25/22 8:39,360423,25.16,25.17,849,0,SUCCESS
3/25/22 12:17,361016,9.56,9.55,687,0,SUCCESS
3/25/22 20:27,352304,34.74,34.73,782,0,SUCCESS
3/26/22 9:15,351890,37.40,37.39,395,1,SUCCESS
3/26/22 9:31,364892,15.99,16.00,905,0,SUCCESS
3/27/22 1:54,354962,17.40,17.41,281,0,SUCCESS
3/27/22 4:02,355330,35.35,35.34,285,0,SUCCESS
3/28/22 4:21,372602,20.24,20.23,366,0,SUCCESS
3/28/22 13:37,374278,22.51,22.52,288,0,SUCCESS
3/28/22 22:39,374058,15.87,15.86,149,1,SUCCESS
3/29/22 1:31,376401,0.01,0.00,784,1,SUCCESS
3/30/22 22:00,384437,5.98,5.97,979,0,SUCCESS
3/31/22 13:16,387198,10.00,9.99,77,0,SUCCESS
3/31/22 15:39,387650,12.92,12.93,207,0,SUCCESS
3/31/22 18:14,388111,6.60,6.59,730,0,SUCCESS
3/31/22 22:30,388890,19.47,19.46,839,0,SUCCESS
4/1/22 1:00,389327,13.23,13.24,309,0,SUCCESS
4/1/22 1:39,389459,10.58,10.57,427,0,SUCCESS
4/1/22 6:36,390337,15.91,15.90,355,0,SUCCESS
4/1/22 14:16,391670,13.55,13.54,25,0,SUCCESS
4/1/22 23:14,380359,31.75,31.74,955,0,SUCCESS
4/2/22 4:43,393981,29.96,29.95,999,0,SUCCESS
4/2/22 11:38,395434,5.30,5.29,932,0,SUCCESS
4/2/22 23:39,397759,25.91,25.90,105,0,SUCCESS
4/3/22 2:37,398308,15.98,15.97,131,0,SUCCESS
4/3/22 6:21,398947,35.48,35.47,146,0,SUCCESS
4/3/22 9:09,386477,20.54,20.53,925,1,SUCCESS
4/3/22 9:45,386577,10.15,10.14,553,1,SUCCESS
4/3/22 18:32,391450,22.22,22.21,177,1,SUCCESS
4/3/22 22:38,401934,11.68,11.67,978,0,SUCCESS
4/4/22 5:37,390166,34.13,34.14,651,0,SUCCESS
4/4/22 14:50,391855,10.96,10.95,642,0,SUCCESS
4/4/22 14:51,391858,17.26,17.25,975,0,SUCCESS
4/4/22 17:10,405293,1.85,1.86,255,0,SUCCESS
4/4/22 20:11,405855,20.11,20.12,213,0,SUCCESS
4/5/22 5:19,406897,12.33,12.34,322,0,SUCCESS
4/5/22 20:12,410186,7.48,7.49,717,0,SUCCESS
4/5/22 20:22,410217,34.50,34.51,992,0,SUCCESS
4/6/22 0:08,410894,27.05,27.06,103,0,SUCCESS
4/6/22 14:45,413373,28.85,28.84,378,0,SUCCESS
4/6/22 17:29,414001,0.01,0.00,771,0,SUCCESS
4/7/22 1:23,415398,14.14,14.13,926,0,SUCCESS
4/7/22 1:49,414890,15.69,15.70,202,0,SUCCESS
4/7/22 7:53,416554,33.29,33.28,293,0,SUCCESS
4/7/22 13:08,417491,31.20,31.19,512,0,SUCCESS
4/8/22 21:33,423328,23.17,23.16,370,0,SUCCESS
4/9/22 19:41,414369,23.73,23.72,619,0,SUCCESS
4/10/22 0:17,428191,6.49,6.50,229,0,SUCCESS
4/10/22 23:02,432263,9.33,9.32,709,0,SUCCESS
4/12/22 6:51,425018,27.27,27.26,551,0,SUCCESS
4/12/22 9:46,438488,15.78,15.77,481,0,SUCCESS
4/12/22 10:25,438602,29.56,29.55,466,1,SUCCESS
4/12/22 12:46,439027,24.94,24.93,380,0,SUCCESS
4/12/22 14:02,439238,39.82,39.83,567,0,SUCCESS
4/12/22 21:36,440606,22.13,22.12,652,0,SUCCESS
4/13/22 5:06,437623,21.19,21.20,135,0,SUCCESS
4/13/22 14:02,443402,15.30,15.31,368,1,SUCCESS
4/13/22 15:44,443924,36.02,36.03,400,0,SUCCESS
4/13/22 17:14,431225,13.87,13.86,321,1,SUCCESS
4/13/22 22:19,445076,13.87,13.86,831,0,SUCCESS
4/14/22 22:28,436470,25.48,25.49,611,0,SUCCESS
4/15/22 8:37,451230,23.94,23.95,333,0,SUCCESS
4/15/22 10:22,451577,16.35,16.36,283,0,SUCCESS
4/15/22 13:48,452202,0.01,0.02,273,1,SUCCESS
4/15/22 20:00,452891,32.05,32.04,164,0,SUCCESS
4/15/22 23:41,453969,18.28,18.27,608,0,SUCCESS
4/16/22 20:10,457723,3.52,3.53,238,1,SUCCESS
4/17/22 4:55,459296,20.59,20.60,694,0,SUCCESS
4/17/22 6:58,459660,23.38,23.37,929,0,SUCCESS
4/17/22 7:44,459802,17.11,17.10,124,0,SUCCESS
4/17/22 9:47,460168,39.12,39.13,278,0,SUCCESS
4/17/22 10:16,460263,15.19,15.20,362,0,SUCCESS
4/17/22 11:30,460489,15.24,15.25,671,1,SUCCESS
4/17/22 16:25,461330,28.13,28.12,683,0,SUCCESS
4/18/22 1:25,449904,25.02,25.03,225,0,SUCCESS
4/19/22 10:36,468960,17.70,17.69,871,0,SUCCESS
4/19/22 11:29,469097,24.30,24.31,356,0,SUCCESS
4/19/22 11:35,469141,22.37,22.38,680,0,SUCCESS
4/19/22 19:40,470582,18.86,18.85,559,0,SUCCESS
4/20/22 5:55,472498,9.39,9.40,799,0,SUCCESS
4/20/22 23:31,475711,22.96,22.95,927,0,SUCCESS
4/21/22 6:32,476983,20.67,20.68,373,0,SUCCESS
4/21/22 13:50,465172,25.80,25.79,777,0,SUCCESS
4/22/22 9:19,481852,31.53,31.52,183,0,SUCCESS
4/22/22 17:52,483418,13.18,13.19,770,0,SUCCESS
4/23/22 6:47,485679,28.65,28.64,605,0,SUCCESS
4/23/22 9:53,486249,8.56,8.55,447,0,SUCCESS
4/23/22 10:10,486315,13.07,13.08,763,0,SUCCESS
4/23/22 22:06,488436,10.17,10.16,904,0,SUCCESS
4/24/22 3:43,489033,35.06,35.07,705,1,SUCCESS
4/24/22 5:49,489811,36.66,36.65,903,0,SUCCESS
4/24/22 6:20,489887,10.41,10.42,359,1,SUCCESS
4/25/22 1:21,492531,27.83,27.84,856,0,SUCCESS
4/25/22 9:05,481810,11.47,11.48,946,0,SUCCESS
4/25/22 16:48,483218,26.40,26.41,335,1,SUCCESS
4/25/22 20:52,496708,12.95,12.94,805,0,SUCCESS
4/26/22 4:17,498139,9.15,9.14,796,1,SUCCESS
4/26/22 7:38,495869,19.72,19.73,515,0,SUCCESS
4/26/22 16:23,499902,23.51,23.52,430,0,SUCCESS
4/26/22 18:18,500639,24.05,24.06,401,0,SUCCESS
4/26/22 23:58,488779,7.95,7.94,985,1,SUCCESS
4/27/22 18:22,492071,5.41,5.40,171,1,SUCCESS
4/28/22 17:43,498955,14.16,14.15,470,0,SUCCESS
4/29/22 9:33,511939,5.88,5.89,600,0,SUCCESS
4/29/22 16:14,513132,23.45,23.44,992,0,SUCCESS
4/29/22 18:22,513537,21.23,21.24,595,0,SUCCESS
4/30/22 16:40,517571,0.01,0.02,663,0,SUCCESS
4/30/22 21:31,518458,24.81,24.82,260,0,SUCCESS
5/1/22 3:43,517754,32.22,32.21,910,0,SUCCESS
5/1/22 17:31,521966,24.61,24.60,292,0,SUCCESS
5/2/22 3:03,523695,32.71,32.72,982,1,SUCCESS
5/2/22 13:04,525352,26.96,26.97,344,0,SUCCESS
5/2/22 23:10,527251,0.01,0.00,477,0,SUCCESS
5/3/22 4:17,528193,30.85,30.86,507,0,PENDING
5/3/22 14:26,529944,2.47,2.46,596,0,SUCCESS
5/4/22 12:30,534007,25.71,25.70,809,0,SUCCESS
5/5/22 2:41,536608,20.46,20.45,584,0,SUCCESS
5/5/22 10:48,538029,35.26,35.25,571,0,SUCCESS
5/5/22 16:38,539109,18.78,18.79,174,1,SUCCESS
5/6/22 11:44,542523,8.42,8.43,372,0,SUCCESS
5/7/22 3:21,545331,15.54,15.53,337,0,SUCCESS
5/7/22 20:19,548366,32.64,32.63,29,0,SUCCESS
5/8/22 6:51,537357,6.32,6.31,579,1,SUCCESS
5/9/22 1:57,553752,1.49,1.48,332,0,SUCCESS
5/9/22 14:14,555966,23.64,23.63,427,0,SUCCESS
5/9/22 15:01,556106,7.11,7.12,793,0,SUCCESS
5/9/22 23:15,557561,24.91,24.92,265,0,SUCCESS
5/10/22 7:24,546065,28.48,28.47,203,0,SUCCESS
5/10/22 8:24,559202,17.41,17.42,515,0,SUCCESS
5/10/22 22:20,554668,15.22,15.23,214,1,SUCCESS
5/11/22 11:28,564040,22.77,22.76,837,0,SUCCESS
5/11/22 22:59,566130,21.00,21.01,660,1,SUCCESS
5/12/22 20:25,557059,31.40,31.39,622,0,SUCCESS
5/13/22 7:03,558975,21.54,21.55,877,0,PENDING
5/14/22 6:34,576124,16.77,16.78,708,0,SUCCESS
5/14/22 10:58,576938,4.87,4.86,132,0,SUCCESS
5/15/22 18:48,569731,26.99,27.00,361,0,SUCCESS
5/15/22 22:13,583249,13.48,13.49,320,0,SUCCESS
5/16/22 16:00,586449,24.02,24.03,428,0,SUCCESS
5/16/22 16:30,586515,35.92,35.93,830,0,SUCCESS
5/17/22 4:06,575682,44.88,44.87,269,0,SUCCESS
5/17/22 4:23,588116,35.42,35.43,899,0,SUCCESS
5/19/22 15:38,599300,15.67,15.68,756,0,SUCCESS
5/19/22 19:35,600046,12.38,12.39,198,0,SUCCESS
5/21/22 5:50,606190,17.45,17.46,315,1,SUCCESS
5/21/22 7:49,606505,24.65,24.66,180,1,SUCCESS
5/21/22 12:04,594409,14.07,14.08,699,1,SUCCESS
5/21/22 19:51,606536,14.73,14.74,942,0,SUCCESS
5/21/22 22:10,608505,18.35,18.36,725,0,SUCCESS
5/21/22 23:12,606672,21.20,21.19,7,0,SUCCESS
5/22/22 1:43,609779,5.58,5.59,538,0,SUCCESS
5/22/22 2:58,609986,26.51,26.50,724,0,SUCCESS
5/22/22 3:58,597270,17.46,17.45,152,0,SUCCESS
5/22/22 11:52,611505,21.70,21.71,886,1,SUCCESS
5/23/22 0:10,603211,35.39,35.38,732,0,SUCCESS
5/23/22 4:35,601676,8.96,8.95,38,0,SUCCESS
5/23/22 4:35,614543,21.62,21.63,386,0,SUCCESS
5/23/22 15:17,616422,26.40,26.39,575,0,SUCCESS
5/23/22 16:49,616768,7.98,7.97,565,0,SUCCESS
5/23/22 23:47,618009,25.18,25.19,971,1,SUCCESS
5/24/22 5:05,618984,16.74,16.75,104,0,SUCCESS
5/24/22 16:40,621007,18.57,18.56,888,0,SUCCESS
5/24/22 20:36,621683,28.68,28.69,43,0,SUCCESS
5/24/22 23:55,621881,13.32,13.31,797,1,SUCCESS
5/25/22 3:08,622607,16.56,16.55,616,1,SUCCESS
5/26/22 6:35,627849,23.29,23.28,695,0,SUCCESS
5/26/22 9:41,628423,12.71,12.72,214,1,SUCCESS
5/26/22 10:36,628582,24.61,24.60,232,0,SUCCESS
5/26/22 18:14,629966,7.65,7.64,67,0,SUCCESS
5/27/22 3:56,631741,15.21,15.22,440,0,SUCCESS
5/27/22 4:41,631864,21.73,21.74,697,0,SUCCESS
5/28/22 5:42,636365,16.92,16.91,47,0,SUCCESS
5/28/22 9:03,632834,22.50,22.49,754,0,SUCCESS
5/28/22 17:00,638478,17.68,17.69,3,0,SUCCESS
5/29/22 0:27,629901,17.35,17.36,452,0,SUCCESS
5/29/22 7:32,641172,36.03,36.02,533,0,SUCCESS
5/29/22 10:23,641023,0.01,0.00,631,0,SUCCESS
5/29/22 11:49,641956,8.76,8.77,887,0,SUCCESS
5/29/22 16:44,642823,15.55,15.54,249,1,SUCCESS
5/30/22 6:30,645308,10.73,10.74,699,1,SUCCESS
5/30/22 11:04,646127,20.80,20.81,735,1,SUCCESS
5/30/22 12:54,646466,0.01,0.02,67,0,SUCCESS
5/30/22 18:19,647435,19.23,19.22,758,0,SUCCESS
5/31/22 9:17,637065,16.71,16.70,904,0,SUCCESS
5/31/22 15:22,651173,24.03,24.04,201,1,SUCCESS
6/1/22 2:53,652138,20.42,20.43,407,0,PENDING
6/1/22 4:22,653531,25.51,25.50,178,0,SUCCESS
6/1/22 13:02,642180,14.87,14.86,550,0,SUCCESS
6/1/22 13:32,655150,40.72,40.71,10,1,SUCCESS
6/1/22 19:44,656155,10.44,10.43,520,1,SUCCESS
6/2/22 2:32,644588,3.38,3.39,378,0,SUCCESS
6/2/22 16:05,657538,25.98,25.97,831,0,SUCCESS
6/2/22 20:41,660736,18.34,18.33,85,0,SUCCESS
6/2/22 22:22,661058,14.43,14.44,587,1,SUCCESS
6/3/22 0:19,649567,16.42,16.41,561,1,SUCCESS
6/3/22 2:59,648969,16.07,16.08,837,0,SUCCESS
6/3/22 3:19,649018,13.63,13.62,49,0,SUCCESS
6/3/22 10:02,663128,10.59,10.58,117,1,SUCCESS
6/3/22 10:49,663279,22.52,22.51,92,0,SUCCESS
6/3/22 15:44,651239,0.01,0.02,625,1,SUCCESS
6/4/22 0:14,665674,18.77,18.76,395,1,SUCCESS
6/4/22 2:32,666053,26.77,26.78,172,0,SUCCESS
6/4/22 22:47,669739,15.31,15.32,477,0,SUCCESS
6/5/22 2:37,657480,19.32,19.31,229,0,SUCCESS
6/5/22 5:42,671007,11.18,11.19,608,0,SUCCESS
6/5/22 11:55,672135,17.02,17.03,732,0,SUCCESS
6/5/22 16:16,672844,17.41,17.42,570,0,SUCCESS
6/5/22 18:47,673353,8.25,8.26,795,1,SUCCESS
6/7/22 11:44,680678,26.72,26.73,722,1,SUCCESS
6/7/22 12:36,680813,29.31,29.32,675,0,SUCCESS
6/7/22 16:52,681637,29.48,29.47,673,0,SUCCESS
6/7/22 21:28,682443,11.04,11.03,155,0,SUCCESS
6/8/22 7:12,681039,7.94,7.93,518,0,SUCCESS
6/8/22 8:22,684380,10.29,10.30,982,1,SUCCESS
6/8/22 17:47,686039,16.48,16.49,309,0,SUCCESS
6/8/22 18:50,686126,14.35,14.34,491,0,SUCCESS
6/9/22 9:32,688811,9.37,9.38,573,0,SUCCESS
6/9/22 21:07,687746,31.93,31.92,682,0,SUCCESS
6/10/22 7:46,692770,31.48,31.47,885,0,SUCCESS
6/11/22 4:39,696600,13.35,13.36,219,0,SUCCESS
6/11/22 5:07,696118,21.62,21.63,149,1,SUCCESS
6/11/22 9:43,697525,28.40,28.39,922,1,SUCCESS
6/11/22 10:35,697686,24.57,24.56,337,0,SUCCESS
6/11/22 11:40,697903,34.55,34.56,844,0,SUCCESS
6/11/22 22:29,699852,18.06,18.07,895,0,SUCCESS
6/12/22 1:23,687394,8.23,8.24,6,0,SUCCESS
6/12/22 6:44,701303,19.73,19.72,124,0,SUCCESS
6/12/22 13:09,702427,9.87,9.88,668,0,SUCCESS
6/12/22 15:26,689890,12.03,12.04,932,0,SUCCESS
6/12/22 17:31,703210,11.56,11.55,177,1,SUCCESS
6/13/22 6:23,705292,23.62,23.63,428,0,SUCCESS
6/13/22 15:53,707245,23.08,23.07,56,0,SUCCESS
6/14/22 9:34,710127,8.14,8.13,50,0,SUCCESS
6/14/22 18:06,711975,18.14,18.15,664,0,SUCCESS
6/14/22 19:20,699275,11.19,11.20,859,0,SUCCESS
6/14/22 19:50,711989,13.35,13.36,840,0,SUCCESS
6/14/22 21:32,712593,18.85,18.84,70,0,SUCCESS
6/14/22 23:03,712834,24.65,24.66,175,0,SUCCESS
6/15/22 0:33,713137,22.47,22.46,528,0,SUCCESS
6/15/22 4:13,713783,14.34,14.35,123,0,SUCCESS
6/15/22 15:43,702880,12.73,12.72,747,0,SUCCESS
6/16/22 0:31,717461,6.92,6.93,402,0,SUCCESS
6/16/22 7:17,707998,26.18,26.17,134,0,SUCCESS
