Timestamp,Transaction_ID,Amount
1/14/22 8:22,57503,12.70
1/14/22 13:44,58505,29.49
1/14/22 20:10,53386,14.38
1/15/22 0:53,60462,24.42
1/15/22 6:41,61546,7.58
1/15/22 7:35,48815,12.21
1/16/22 2:12,65060,20.46
1/16/22 18:41,68038,34.88
1/16/22 20:18,68336,22.43
1/17/22 0:05,68987,0.01
1/17/22 0:45,69161,6.12
1/17/22 8:00,57513,24.13
1/17/22 8:55,70456,23.26
1/17/22 10:44,58007,15.75
1/17/22 14:17,58642,30.85
1/17/22 21:36,72893,31.31
1/18/22 3:49,74029,0.01
1/18/22 15:29,76132,6.71
1/18/22 17:26,63473,26.14
1/18/22 20:35,75468,10.20
1/18/22 22:14,77386,13.79
1/19/22 2:10,78116,28.09
1/19/22 5:52,78798,18.81
1/19/22 12:49,66964,18.93
1/19/22 23:21,81970,12.29
1/20/22 7:51,83498,19.08
1/20/22 10:13,83933,32.65
1/20/22 10:48,70926,12.28
1/20/22 11:02,84012,28.70
1/20/22 11:34,81726,26.20
1/20/22 12:21,71174,29.63
1/20/22 23:52,86416,38.08
1/21/22 20:18,90090,0.01
1/22/22 3:55,91483,41.14
1/22/22 6:37,80009,34.41
1/22/22 7:18,79091,24.73
1/22/22 8:58,79363,4.96
1/22/22 11:11,92818,10.27
1/22/22 18:09,81025,31.67
1/23/22 8:43,96627,3.30
1/23/22 14:54,97793,4.00
1/23/22 18:51,98502,28.26
1/23/22 21:30,99009,33.46
1/23/22 23:30,99393,20.01
1/24/22 2:28,99950,8.18
1/24/22 3:43,87125,25.30
1/24/22 9:27,101244,20.82
1/24/22 13:53,102047,34.60
1/24/22 14:27,102164,24.87
1/24/22 17:53,98077,19.64
1/24/22 18:22,102833,28.97
1/24/22 20:35,102712,15.00
1/24/22 21:28,103409,5.05
1/25/22 3:34,104073,10.51
1/25/22 5:49,104896,15.87
1/25/22 11:48,92935,13.31
1/25/22 12:26,106076,31.13
1/25/22 12:43,105913,25.40
1/25/22 17:03,97557,29.95
1/25/22 18:08,107050,10.44
1/25/22 22:36,107887,11.70
1/26/22 1:38,106679,20.21
1/26/22 4:26,108913,29.67
1/26/22 7:03,109376,12.53
1/26/22 11:16,110142,11.73
1/26/22 13:23,110187,13.84
1/26/22 14:26,110712,6.66
1/26/22 23:19,112227,20.17
1/26/22 23:28,99384,20.33
1/27/22 2:39,112904,35.30
1/27/22 14:52,115058,13.20
1/27/22 16:18,102498,20.73
1/27/22 17:51,115619,21.19
1/27/22 22:41,116567,19.32
1/28/22 6:18,117948,7.26
1/28/22 22:44,115918,22.34
1/29/22 4:25,108910,15.69
1/29/22 6:42,122322,32.79
1/29/22 18:22,119112,33.74
1/29/22 21:34,125074,19.68
1/29/22 23:54,125486,16.82
1/30/22 1:57,125839,8.05
1/30/22 5:33,113441,7.34
1/30/22 6:19,126691,34.07
1/30/22 7:10,113720,30.31
1/30/22 9:59,127313,6.12
1/30/22 13:15,127894,7.71
1/30/22 14:48,128028,27.68
1/30/22 22:14,129527,23.61
1/31/22 2:16,130245,27.46
1/31/22 3:36,130491,10.26
1/31/22 13:28,132254,9.41
1/31/22 13:54,130511,21.36
1/31/22 14:41,119474,19.76
1/31/22 22:39,133854,13.47
2/1/22 4:22,134858,13.47
2/2/22 0:18,125566,28.47
2/2/22 5:12,139288,10.65
2/2/22 11:45,134442,39.61
2/2/22 17:07,141436,18.75
2/3/22 6:03,143724,15.85
2/3/22 18:55,144725,17.84
2/4/22 0:21,134133,31.64
2/4/22 2:25,134536,16.38
2/4/22 5:28,147964,11.07
2/4/22 7:54,144394,23.77
2/4/22 10:19,143545,21.10
2/4/22 20:15,137681,35.66
2/5/22 5:36,152349,27.16
2/5/22 11:02,140336,23.25
2/5/22 13:36,153786,19.74
2/6/22 0:05,142649,22.01
2/6/22 6:13,153684,20.99
2/6/22 10:18,144521,12.70
2/6/22 10:22,157564,16.57
2/6/22 20:58,159519,22.05
2/6/22 22:07,159066,17.74
2/6/22 22:20,159759,3.42
2/7/22 4:06,160741,11.13
2/7/22 19:19,163486,12.46
2/7/22 19:33,163511,20.98
2/7/22 20:19,163671,30.12
2/7/22 23:42,164308,33.95
2/8/22 1:04,164550,4.23
2/8/22 4:52,165233,15.50
2/8/22 15:43,165593,23.09
2/8/22 16:42,167399,25.74
2/9/22 8:25,170278,26.50
2/9/22 13:04,158074,16.89
2/10/22 2:52,173621,11.71
2/10/22 2:53,167381,18.04
2/10/22 4:21,173869,15.69
2/10/22 14:44,175781,37.93
2/10/22 17:55,176367,19.64
2/10/22 19:10,163470,19.06
2/11/22 4:31,178092,25.46
2/11/22 10:18,171263,10.93
2/11/22 10:48,179441,24.07
2/11/22 12:03,179682,12.88
2/11/22 13:17,179410,11.92
2/11/22 16:11,180459,7.34
2/11/22 17:35,180132,16.46
2/12/22 2:34,178731,11.48
2/12/22 6:59,183089,36.95
2/12/22 9:41,183611,12.29
2/12/22 17:39,184251,11.80
2/12/22 18:35,172174,30.16
2/12/22 20:24,185151,22.41
2/12/22 23:23,185332,21.91
2/13/22 22:50,190037,13.85
2/14/22 0:30,190545,19.14
2/14/22 5:15,181465,16.17
2/14/22 7:59,191869,12.84
2/14/22 8:19,179010,0.01
2/14/22 8:21,189592,34.48
2/14/22 14:08,180093,16.68
2/14/22 18:24,193692,17.01
2/14/22 20:24,193463,29.14
2/15/22 6:41,183090,21.18
2/16/22 2:47,199343,12.80
2/16/22 3:20,199490,18.41
2/16/22 14:42,201490,14.63
2/16/22 16:21,201787,26.54
2/16/22 17:13,201971,24.38
2/16/22 19:49,202402,17.61
2/17/22 5:03,204101,17.06
2/17/22 7:44,191816,28.45
2/17/22 8:43,191996,26.38
2/17/22 9:27,203560,7.31
2/17/22 15:35,206005,0.01
2/17/22 16:53,206272,34.76
2/17/22 17:32,196107,13.50
2/17/22 21:29,207088,21.65
2/18/22 2:41,207942,0.01
2/18/22 10:52,209507,3.70
2/18/22 15:07,197319,20.00
2/18/22 16:15,210513,13.92
2/18/22 18:03,210817,23.75
2/18/22 19:44,211177,32.78
2/18/22 23:06,211783,29.45
2/18/22 23:26,211867,8.08
2/19/22 3:22,211604,12.35
2/19/22 5:21,212881,16.76
2/19/22 11:13,213986,30.69
2/19/22 13:17,214302,20.45
2/19/22 13:18,214307,29.50
2/19/22 13:44,211601,15.32
2/19/22 13:50,201360,26.66
2/19/22 16:32,214917,14.57
2/19/22 17:42,215118,9.69
2/19/22 17:58,202107,31.90
2/19/22 20:53,215680,2.76
2/19/22 21:02,215700,15.07
2/20/22 0:50,203367,18.97
2/20/22 1:25,216503,18.80
2/20/22 2:42,216723,29.42
2/20/22 2:52,216763,13.78
2/20/22 9:26,217329,28.64
2/20/22 10:22,218046,17.21
2/20/22 13:57,205737,26.97
2/20/22 23:50,220524,20.58
2/21/22 9:40,222123,21.31
2/21/22 22:20,224460,13.38
2/22/22 2:24,212366,43.02
2/22/22 3:46,212601,14.38
2/22/22 7:45,213313,10.97
2/22/22 8:18,226202,22.56
2/22/22 9:02,226203,16.45
2/22/22 10:18,213791,13.70
2/22/22 11:44,226849,24.89
2/22/22 14:41,227372,21.77
2/22/22 15:34,227524,10.09
2/22/22 19:05,227958,0.01
2/22/22 22:03,228470,19.01
2/23/22 4:43,229885,14.57
2/23/22 6:30,230189,16.16
2/23/22 8:07,230497,19.62
2/23/22 9:43,217950,10.19
2/23/22 20:03,219869,33.38
2/23/22 20:18,219914,18.89
2/24/22 1:54,233697,9.80
2/24/22 4:32,221373,12.50
2/24/22 11:02,235340,27.27
2/24/22 13:03,235665,7.39
2/24/22 17:27,233734,7.63
2/24/22 21:03,236204,18.16
2/25/22 2:38,238103,29.70
2/25/22 5:53,238687,8.38
2/25/22 6:33,225906,16.66
2/25/22 11:01,239676,9.11
2/25/22 11:07,239713,26.94
2/25/22 11:41,239787,0.01
2/25/22 15:23,240467,23.27
2/26/22 2:27,229490,7.38
2/26/22 3:36,242624,9.55
2/26/22 5:31,242967,19.71
2/26/22 16:16,244977,37.42
2/26/22 17:20,245159,27.38
2/26/22 21:37,244397,18.83
2/26/22 22:13,245386,17.41
2/27/22 2:47,246815,9.92
2/27/22 7:33,247714,31.01
2/27/22 8:34,234894,20.95
2/27/22 11:06,235358,16.76
2/27/22 14:26,248946,20.53
2/27/22 15:48,236148,33.40
2/27/22 20:55,250133,25.28
2/28/22 9:55,239497,21.93
2/28/22 15:11,253423,16.13
2/28/22 15:57,249524,7.38
2/28/22 20:00,254247,29.84
3/1/22 8:50,256558,2.12
3/1/22 9:37,256697,16.47
3/1/22 13:58,246275,12.07
3/1/22 14:50,257658,8.66
3/1/22 19:50,258519,22.63
3/2/22 3:17,259907,28.99
3/2/22 15:26,260990,39.78
3/2/22 16:00,262123,31.63
3/2/22 19:52,262869,32.01
3/3/22 5:00,260348,6.99
3/4/22 3:53,268662,21.65
3/4/22 8:36,269480,34.52
3/4/22 19:03,271354,26.40
3/4/22 21:44,269188,25.91
3/5/22 2:31,272720,21.30
3/6/22 6:58,277846,15.92
3/6/22 11:16,278632,16.13
3/6/22 16:39,279604,36.46
3/6/22 17:16,279709,26.10
3/6/22 17:38,279774,26.49
3/6/22 23:46,280906,22.80
3/7/22 0:20,281003,28.66
3/7/22 3:34,281585,2.35
3/7/22 8:40,269494,19.07
3/7/22 11:13,282991,36.93
3/7/22 20:27,284614,5.51
3/7/22 22:32,284965,16.84
3/8/22 7:27,273590,6.39
3/8/22 12:26,287447,13.72
3/8/22 16:24,275164,31.58
3/8/22 18:54,288592,29.50
3/9/22 1:58,289875,13.83
3/9/22 7:32,282605,27.41
3/9/22 21:10,280420,13.70
3/10/22 1:32,290572,11.89
3/10/22 11:08,282970,0.01
3/10/22 15:05,296580,13.82
3/10/22 16:14,296569,9.32
3/10/22 19:57,297510,21.20
3/11/22 7:44,299682,23.04
3/11/22 7:44,299681,27.85
3/11/22 8:31,286748,45.12
3/12/22 1:55,302940,23.42
3/12/22 7:20,303923,0.01
3/12/22 16:50,295813,5.17
3/13/22 1:33,307216,38.88
3/13/22 5:57,308019,30.70
3/13/22 7:29,308285,9.48
3/13/22 9:32,308649,11.55
3/13/22 11:30,302294,12.75
3/13/22 13:47,309412,13.35
3/14/22 0:57,311443,5.22
3/14/22 7:34,312701,18.60
3/14/22 8:15,312826,30.52
3/14/22 8:57,312976,36.91
3/14/22 9:20,313016,11.04
3/14/22 10:55,313330,4.41
3/14/22 12:06,300523,26.01
3/14/22 17:32,301476,25.69
3/14/22 17:59,311190,30.55
3/14/22 19:37,301841,29.82
3/14/22 20:35,302016,24.69
3/14/22 22:49,315468,21.00
3/15/22 3:49,316313,28.45
3/15/22 6:38,316804,25.24
3/15/22 11:36,317699,16.37
3/15/22 13:57,317545,16.71
3/15/22 16:09,318504,27.31
3/15/22 17:40,317401,23.76
3/15/22 19:29,319101,8.89
3/16/22 7:32,321227,11.83
3/16/22 11:49,321948,40.19
3/16/22 12:30,322152,5.88
3/16/22 13:56,322387,22.75
3/16/22 16:39,322895,30.27
3/16/22 23:19,323980,20.97
3/17/22 6:47,312546,15.16
3/17/22 12:03,326352,8.56
3/17/22 15:13,326898,46.53
3/17/22 17:56,327172,21.52
3/18/22 3:21,316253,9.87
3/18/22 5:42,329529,29.59
3/18/22 14:14,330873,30.49
3/18/22 14:35,331159,17.86
3/18/22 18:43,331864,29.91
3/18/22 20:01,332132,33.66
3/18/22 22:38,332634,11.41
3/19/22 2:12,333280,30.63
3/19/22 13:13,322262,15.70
3/20/22 2:11,329740,20.63
3/20/22 3:45,324888,14.25
3/20/22 8:51,338776,4.22
3/20/22 12:51,339493,13.64
3/20/22 22:02,328137,25.25
3/21/22 0:12,328543,30.14
3/21/22 1:31,341733,24.31
3/21/22 1:47,341781,13.25
3/21/22 2:34,341902,7.36
3/21/22 9:47,343256,11.44
3/21/22 10:00,343307,24.40
3/21/22 10:46,343443,17.15
3/21/22 12:24,343725,20.95
3/21/22 20:56,343302,31.73
3/21/22 21:59,345494,19.38
3/22/22 4:48,346788,41.61
3/22/22 7:56,347333,24.30
3/22/22 16:09,348783,16.40
3/22/22 17:10,348960,10.67
3/23/22 1:53,350564,19.10
3/23/22 7:56,351669,19.49
3/23/22 10:10,352063,15.52
3/23/22 22:17,354284,20.32
3/23/22 23:16,354474,10.84
3/24/22 1:31,354875,12.07
3/24/22 3:39,355286,21.13
3/24/22 6:49,355780,44.12
3/24/22 9:03,343124,18.02
3/24/22 10:27,356458,49.34
3/24/22 13:25,356871,14.44
3/25/22 3:24,359482,25.16
3/25/22 3:32,346544,10.85
3/25/22 4:02,359589,25.56
3/25/22 5:27,359830,14.70
3/25/22 5:34,359859,22.49
3/25/22 6:38,347093,18.83
3/25/22 11:30,360907,38.11
3/25/22 15:50,361717,16.80
3/25/22 16:45,357910,24.23
3/25/22 21:11,362704,10.08
3/25/22 21:49,362829,38.24
3/25/22 22:30,362945,20.03
3/26/22 1:33,363470,28.53
3/26/22 3:15,362603,24.13
3/26/22 9:50,364938,6.36
3/26/22 18:48,366508,16.52
3/27/22 0:45,360951,32.07
3/27/22 3:14,368066,30.53
3/27/22 5:16,368417,27.54
3/27/22 6:03,368574,26.18
3/27/22 10:31,369398,18.28
3/27/22 21:57,371416,19.07
3/27/22 23:55,358847,5.99
3/28/22 3:47,372494,33.12
3/28/22 5:41,372799,8.71
3/28/22 9:39,373576,15.23
3/28/22 10:01,360647,20.52
3/28/22 23:10,375997,14.39
3/29/22 4:32,376941,22.44
3/29/22 5:08,364118,21.50
3/29/22 14:07,378664,0.01
3/29/22 14:25,378708,31.80
3/29/22 16:41,366159,8.72
3/29/22 17:05,378210,29.27
3/30/22 1:43,367791,2.44
3/30/22 5:10,381403,10.33
3/30/22 5:27,380766,25.92
3/30/22 6:47,381692,8.42
3/30/22 8:31,382011,22.70
3/30/22 21:03,371287,1.03
3/30/22 21:28,384343,10.25
3/31/22 0:23,381487,11.28
3/31/22 4:07,372529,10.70
3/31/22 4:42,372680,25.60
3/31/22 5:49,385864,10.10
3/31/22 9:14,386441,13.05
3/31/22 11:11,386806,0.01
3/31/22 16:53,387867,29.43
3/31/22 22:32,375892,37.05
4/1/22 1:03,389370,25.43
4/1/22 2:08,389531,17.76
4/1/22 2:37,389622,23.17
4/1/22 3:31,376766,27.75
4/1/22 4:49,376980,16.93
4/1/22 5:51,390208,22.74
4/1/22 10:12,390994,16.25
4/1/22 13:25,378563,44.28
4/1/22 16:42,392196,33.74
4/1/22 17:11,391879,14.95
4/1/22 18:10,392432,16.88
4/2/22 1:42,393776,33.71
4/2/22 2:29,393975,9.25
4/2/22 8:20,395008,5.52
4/2/22 10:28,382346,0.01
4/2/22 16:54,394019,10.15
4/2/22 18:09,389252,19.26
4/2/22 20:00,397086,15.79
4/2/22 23:07,384623,38.72
4/3/22 3:05,398398,23.45
4/3/22 4:42,398684,19.21
4/3/22 9:21,386500,39.99
4/3/22 14:38,387464,19.69
4/3/22 22:38,401932,10.91
4/4/22 0:02,389193,35.70
4/4/22 6:58,403423,13.98
4/4/22 16:58,392242,20.19
4/4/22 18:50,405623,17.44
4/4/22 20:21,405883,2.40
4/4/22 22:16,406232,11.03
4/4/22 23:02,406356,33.78
4/5/22 0:57,393690,22.71
4/5/22 0:59,406721,23.33
4/5/22 1:28,406809,28.49
4/5/22 9:46,408325,30.15
4/5/22 19:09,409830,26.11
4/5/22 19:16,410014,25.10
4/6/22 11:22,412901,7.73
4/6/22 13:47,411868,34.61
4/7/22 2:27,415580,13.08
4/7/22 3:44,415809,9.09
4/7/22 4:43,415878,18.61
4/7/22 7:34,416505,12.08
4/7/22 10:23,413465,23.41
4/7/22 10:50,417074,16.61
4/7/22 12:59,417458,8.80
4/7/22 18:36,405545,6.88
4/7/22 19:03,405639,50.74
4/7/22 19:41,418674,14.58
4/7/22 23:12,419295,27.65
4/8/22 8:44,421012,23.32
4/8/22 21:32,419967,11.95
4/9/22 2:28,420897,4.13
4/9/22 3:04,424328,11.13
4/9/22 4:27,424584,15.73
4/9/22 13:17,426157,24.36
4/9/22 20:45,427526,0.01
4/10/22 2:11,428513,6.68
4/10/22 7:50,429501,20.97
4/10/22 8:12,429557,13.34
4/10/22 18:47,431496,22.51
4/10/22 21:11,431830,18.41
4/10/22 21:23,431973,16.55
4/10/22 22:43,426370,12.24
4/10/22 23:43,429659,28.27
4/11/22 3:23,433023,14.10
4/11/22 11:51,424783,20.03
4/11/22 14:08,421966,27.42
4/12/22 12:22,425993,21.73
4/12/22 14:42,439354,30.36
4/12/22 19:13,440195,16.59
4/12/22 20:07,440341,30.87
4/12/22 22:28,440752,4.50
4/13/22 7:25,429443,14.31
4/13/22 9:05,442714,13.91
4/13/22 20:19,444722,17.21
4/13/22 22:52,432231,28.30
4/14/22 9:15,446866,12.85
4/14/22 12:10,447523,0.01
4/14/22 13:10,447707,3.25
4/14/22 14:33,447948,25.00
4/14/22 21:55,449269,41.85
4/15/22 0:45,449777,26.73
4/15/22 6:55,450025,31.32
4/15/22 8:54,451169,20.45
4/15/22 9:32,451418,18.87
4/15/22 17:01,452762,3.94
4/15/22 19:31,453218,24.47
4/15/22 23:43,453999,23.47
4/16/22 1:11,454277,34.36
4/16/22 4:45,454949,29.01
4/16/22 8:06,455539,8.66
4/16/22 11:47,456215,22.65
4/16/22 13:07,456462,10.03
4/16/22 16:12,457011,19.46
4/16/22 17:22,457225,16.96
4/16/22 17:53,457303,19.82
4/16/22 22:20,458107,19.23
4/16/22 22:38,453210,34.59
4/17/22 5:06,459327,10.50
4/17/22 9:39,460098,12.45
4/17/22 21:06,462209,25.94
4/18/22 1:36,449946,30.24
4/18/22 4:51,463572,22.97
4/18/22 7:32,464075,10.89
4/18/22 15:04,465386,22.95
4/18/22 15:20,465438,30.71
4/18/22 16:15,465632,38.16
4/18/22 16:17,465637,16.01
4/18/22 18:16,452998,2.92
4/18/22 20:33,453406,22.30
4/18/22 21:25,466470,44.50
4/18/22 23:06,453885,14.32
4/19/22 3:37,454731,41.91
4/19/22 17:34,470223,33.04
4/19/22 20:51,470809,19.95
4/19/22 21:12,457897,21.68
4/19/22 21:38,470954,0.01
4/20/22 1:04,471599,25.71
4/20/22 1:23,471675,19.38
4/20/22 8:57,472509,14.50
4/20/22 11:50,473601,4.97
4/20/22 18:06,461681,12.31
4/20/22 18:50,474413,15.25
4/21/22 5:10,476738,10.16
4/21/22 12:32,464967,36.61
4/21/22 13:30,478319,9.21
4/21/22 21:01,479553,25.02
4/21/22 21:06,479647,12.54
4/22/22 5:25,468015,24.73
4/22/22 8:21,481685,19.67
4/22/22 17:52,483430,20.46
4/22/22 18:40,483549,0.01
4/22/22 20:36,483905,17.12
4/23/22 1:18,484563,22.44
4/23/22 1:37,484757,14.45
4/23/22 6:07,485558,34.38
4/23/22 10:21,486342,22.59
4/23/22 11:44,486609,17.02
4/23/22 16:58,482477,17.09
4/23/22 21:11,488264,18.14
4/23/22 23:11,475642,2.53
4/24/22 10:43,490707,31.19
4/24/22 12:30,478126,12.90
4/24/22 13:38,491228,21.54
4/24/22 18:38,492114,22.03
4/25/22 3:15,493656,12.74
4/25/22 3:24,493692,29.48
4/25/22 5:13,481096,23.34
4/25/22 5:58,481269,36.15
4/25/22 13:52,482649,11.35
4/25/22 14:42,495703,24.46
4/25/22 16:01,483077,10.29
4/25/22 20:53,496231,30.32
4/25/22 21:17,496846,25.31
4/26/22 0:49,497503,17.38
4/26/22 8:13,498823,19.85
4/26/22 12:48,488113,24.98
4/26/22 14:45,499986,8.66
4/26/22 18:29,500664,22.70
4/26/22 19:56,500968,13.33
4/26/22 20:19,501037,19.49
4/26/22 20:36,501042,9.26
4/27/22 6:23,502745,15.06
4/27/22 12:49,491084,21.40
4/27/22 13:54,491263,34.77
4/27/22 22:48,492873,19.64
4/28/22 16:29,508894,10.79
4/29/22 2:27,510645,29.67
4/29/22 13:53,512655,16.62
4/29/22 15:16,512924,4.97
4/29/22 16:05,500219,18.21
4/29/22 16:13,511820,32.77
4/29/22 21:29,514108,9.06
4/29/22 23:44,514485,20.58
4/30/22 11:24,509387,11.31
4/30/22 13:45,517062,37.04
4/30/22 14:55,517260,29.04
4/30/22 18:25,504947,13.87
4/30/22 18:44,517934,12.29
4/30/22 23:13,518481,8.96
5/1/22 7:07,509785,22.41
5/1/22 9:58,520630,22.22
5/1/22 15:43,521638,36.17
5/1/22 20:49,509628,13.45
5/2/22 0:04,523160,13.53
5/2/22 3:39,523786,1.30
5/2/22 3:47,523817,0.01
5/2/22 22:56,527209,24.06
5/3/22 4:16,528176,19.43
5/3/22 4:19,528193,30.86
5/3/22 4:35,528200,20.14
5/3/22 5:39,528405,17.43
5/3/22 6:39,515783,35.98
5/3/22 6:50,528654,19.74
5/3/22 12:24,529656,30.88
5/3/22 13:32,529301,9.71
5/3/22 19:17,530904,10.83
5/3/22 19:42,530963,0.01
5/4/22 6:50,532942,21.89
5/4/22 14:22,534256,9.60
5/4/22 15:35,534506,38.00
5/4/22 19:38,531807,20.93
5/4/22 22:11,522806,31.68
5/5/22 4:20,536904,7.10
5/5/22 10:17,537939,10.73
5/5/22 15:03,538825,4.39
5/5/22 16:00,539008,34.85
5/6/22 5:55,541483,25.81
5/6/22 6:30,541404,29.89
5/6/22 7:43,540781,8.86
5/6/22 11:24,542445,31.13
5/6/22 17:24,543556,21.50
5/6/22 23:40,531707,18.63
5/7/22 11:37,546842,14.06
5/7/22 16:19,547644,21.88
5/7/22 18:30,535072,16.97
5/7/22 19:01,544728,35.35
5/7/22 19:50,535345,9.79
5/8/22 7:59,548143,5.02
5/8/22 14:05,551557,16.36
5/8/22 17:54,552303,3.14
5/9/22 14:32,556019,14.34
5/9/22 17:48,556578,13.77
5/9/22 18:53,556776,22.02
5/9/22 21:38,544325,28.87
5/9/22 23:08,557523,22.08
5/10/22 0:10,557735,10.98
5/10/22 0:18,557431,24.39
5/10/22 2:12,545118,25.58
5/10/22 4:53,558585,21.70
5/10/22 8:53,555673,12.31
5/10/22 8:59,559325,36.75
5/10/22 15:46,547544,23.44
5/10/22 20:27,561334,41.86
5/10/22 23:37,561920,11.01
5/11/22 3:02,549565,15.31
5/11/22 9:51,563786,11.88
5/11/22 13:02,551437,25.59
5/11/22 16:21,551984,9.81
5/11/22 19:46,565579,26.53
5/12/22 17:16,556497,20.38
5/12/22 17:19,569450,39.45
5/12/22 19:40,556925,24.74
5/13/22 3:39,571288,28.26
5/13/22 4:45,558539,24.27
5/13/22 7:04,558975,21.55
5/13/22 7:11,571909,12.42
5/13/22 11:42,572632,3.14
5/13/22 14:28,570511,38.30
5/14/22 13:44,577414,23.62
5/14/22 15:43,577829,17.30
5/14/22 22:20,578981,30.36
5/15/22 1:43,576512,35.70
5/15/22 4:40,567169,37.05
5/15/22 23:22,583375,5.84
5/16/22 4:24,583183,14.10
5/16/22 9:07,585152,32.77
5/16/22 14:06,586125,20.73
5/16/22 15:07,586295,49.76
5/16/22 15:15,586303,36.58
5/16/22 15:16,586340,0.33
5/16/22 19:50,577153,26.83
5/16/22 23:54,587881,51.36
5/17/22 2:19,586112,17.54
5/17/22 2:40,575448,17.50
5/17/22 2:55,588446,24.06
5/17/22 3:29,585233,31.44
5/17/22 23:21,592139,18.56
5/18/22 3:37,592900,24.35
5/18/22 5:24,593207,17.65
5/18/22 9:31,593946,34.43
5/18/22 10:51,594169,27.41
5/18/22 10:52,594149,25.10
5/18/22 11:28,594302,28.62
5/18/22 11:57,594377,26.17
5/18/22 19:56,595843,16.56
5/19/22 3:32,597184,15.00
5/19/22 6:33,597539,26.13
5/19/22 9:02,598147,8.06
5/19/22 10:05,592717,18.13
5/19/22 18:40,599589,17.11
5/20/22 5:48,601873,3.37
5/20/22 17:46,604021,14.52
5/20/22 20:17,604464,36.70
5/20/22 23:04,604943,9.50
5/20/22 23:58,605119,30.23
5/21/22 0:25,605212,14.49
5/21/22 5:32,593239,11.68
5/21/22 7:54,606516,17.87
5/21/22 8:57,606713,21.62
5/21/22 15:30,607900,33.36
5/21/22 18:42,608493,20.18
5/21/22 23:54,609432,44.71
5/22/22 16:03,612338,32.89
5/22/22 17:12,612519,34.49
5/22/22 21:09,613170,19.86
5/23/22 8:27,615267,13.84
5/23/22 11:30,615766,11.17
5/23/22 18:23,617044,29.78
5/24/22 8:29,619575,8.93
5/24/22 11:44,620117,7.23
5/24/22 14:00,620546,14.40
5/24/22 14:59,620715,14.94
5/24/22 15:17,607895,23.23
5/24/22 16:50,621025,37.31
5/24/22 16:54,621028,13.10
5/24/22 17:51,621201,27.18
5/24/22 20:42,621713,37.56
5/24/22 22:05,609093,18.39
5/25/22 3:00,610001,21.05
5/25/22 4:04,623038,7.19
5/25/22 4:17,621904,24.38
5/25/22 9:05,623959,44.44
5/25/22 19:42,625894,30.12
5/26/22 1:44,621556,8.04
5/26/22 2:29,627122,13.68
5/26/22 4:02,627420,13.98
5/26/22 10:59,628401,8.07
5/26/22 13:39,628687,4.14
5/27/22 1:31,630468,18.29
5/27/22 1:48,631346,40.17
5/27/22 5:14,630799,19.23
5/27/22 10:20,632772,12.10
5/27/22 14:50,633619,19.52
5/27/22 19:17,634513,0.01
5/27/22 19:27,631693,23.16
5/27/22 21:13,634836,12.77
5/27/22 22:01,634953,12.87
5/27/22 23:26,622221,17.64
5/28/22 0:54,635504,12.30
5/28/22 3:28,636026,17.38
5/28/22 14:25,638007,6.61
