Completed_At,Transaction_ID,Amount,User_ID,User_Type,Status
1/6/22 17:49,18099,14.17,665,0,FAILURE
1/6/22 18:21,24924,34.14,934,0,FAILURE
1/6/22 18:25,24577,34.01,268,0,FAILURE
1/6/22 19:23,25122,4.21,698,0,FAILURE
1/6/22 20:59,12377,9.22,927,0,FAILURE
1/6/22 21:53,25591,20.70,551,0,FAILURE
1/6/22 22:10,21671,30.85,815,0,FAILURE
1/6/22 22:22,25679,4.42,669,0,FAILURE
1/6/22 22:47,12717,24.24,999,0,FAILURE
1/6/22 22:57,25797,26.88,984,0,FAILURE
1/6/22 23:11,25845,11.32,307,0,FAILURE
1/6/22 23:15,25508,37.87,787,0,FAILURE
1/6/22 23:18,25867,19.92,531,0,FAILURE
1/7/22 0:39,26097,19.37,68,0,FAILURE
1/7/22 0:45,13091,1.17,912,0,FAILURE
1/7/22 1:14,26194,23.82,848,0,FAILURE
1/7/22 2:22,26388,25.50,625,1,FAILURE
1/7/22 3:45,26632,11.58,798,0,FAILURE
1/7/22 4:07,26565,38.33,966,1,FAILURE
1/7/22 4:24,25744,9.92,69,1,FAILURE
1/7/22 6:21,27060,10.56,75,1,FAILURE
1/7/22 6:33,27076,22.68,740,0,FAILURE
1/7/22 6:39,14161,34.66,93,0,FAILURE
1/7/22 7:11,27215,21.46,189,1,FAILURE
1/7/22 7:44,27306,33.11,279,1,FAILURE
1/7/22 8:11,27388,14.60,391,0,FAILURE
1/7/22 8:27,14484,13.31,550,0,FAILURE
1/7/22 8:31,27456,15.91,996,0,FAILURE
1/7/22 9:14,27564,16.49,754,0,SUCCESS
1/7/22 9:31,27646,12.92,290,0,FAILURE
1/7/22 9:35,27657,9.04,857,0,FAILURE
1/7/22 10:21,27808,39.63,212,0,FAILURE
1/7/22 10:26,27824,13.80,209,1,SUCCESS
1/7/22 12:02,28098,5.90,474,0,FAILURE
1/7/22 12:19,15216,31.35,883,1,FAILURE
1/7/22 12:20,26504,11.14,714,1,FAILURE
1/7/22 12:38,26673,42.13,70,0,FAILURE
1/7/22 14:07,15512,39.66,646,0,FAILURE
1/7/22 14:40,28581,41.10,982,1,FAILURE
1/7/22 15:17,28696,10.22,805,0,FAILURE
1/7/22 17:05,29010,33.42,792,0,FAILURE
1/7/22 17:14,29033,20.32,658,0,FAILURE
1/7/22 19:36,29471,2.86,607,0,FAILURE
1/7/22 20:27,29549,0.01,219,0,FAILURE
1/7/22 20:48,29595,7.63,337,0,FAILURE
1/7/22 21:04,29760,35.76,507,0,FAILURE
1/7/22 22:59,30096,19.35,214,1,FAILURE
1/7/22 23:37,17238,30.67,318,0,FAILURE
1/7/22 23:50,30217,18.05,722,1,FAILURE
1/8/22 0:20,30341,13.97,263,0,FAILURE
1/8/22 0:38,30395,29.22,505,1,FAILURE
1/8/22 0:49,30429,4.32,235,1,FAILURE
1/8/22 1:52,17622,19.12,729,1,FAILURE
1/8/22 2:40,17753,32.05,903,0,FAILURE
1/8/22 2:41,30745,16.33,205,0,FAILURE
1/8/22 2:52,30773,10.32,977,0,FAILURE
1/8/22 3:07,30814,26.72,782,0,FAILURE
1/8/22 4:13,18019,3.03,945,0,FAILURE
1/8/22 5:00,18172,15.54,292,0,FAILURE
1/8/22 5:27,31223,44.65,97,0,FAILURE
1/8/22 5:57,31309,2.17,334,1,FAILURE
1/8/22 6:47,30707,25.14,442,0,FAILURE
1/8/22 7:43,31618,0.01,710,0,FAILURE
1/8/22 8:24,31739,15.13,523,0,FAILURE
1/8/22 8:32,31759,26.86,586,0,FAILURE
1/8/22 8:36,31765,6.86,180,1,FAILURE
1/8/22 8:55,31831,36.23,80,0,FAILURE
1/8/22 10:24,19156,12.85,396,1,FAILURE
1/8/22 11:37,32354,13.98,660,1,FAILURE
1/8/22 13:10,32652,31.88,556,0,FAILURE
1/8/22 13:24,32689,14.96,777,0,FAILURE
1/8/22 13:46,32764,9.58,114,0,FAILURE
1/8/22 15:11,33010,24.87,82,1,FAILURE
1/8/22 15:19,33034,20.57,74,0,FAILURE
1/8/22 15:29,31496,19.02,517,1,FAILURE
1/8/22 16:04,20228,31.58,113,0,FAILURE
1/8/22 16:36,20328,24.66,369,0,FAILURE
1/8/22 16:41,32947,29.46,642,0,FAILURE
1/8/22 17:59,20560,29.49,358,0,FAILURE
1/8/22 18:41,20691,19.35,360,0,FAILURE
1/8/22 19:54,33810,13.25,578,0,FAILURE
1/8/22 20:18,33876,26.75,52,0,FAILURE
1/8/22 21:26,34065,20.99,63,0,FAILURE
1/8/22 21:59,33299,12.86,183,0,FAILURE
1/8/22 22:18,34228,13.39,861,0,FAILURE
1/9/22 0:08,34540,22.30,870,0,FAILURE
1/9/22 0:51,34680,0.01,114,0,FAILURE
1/9/22 0:53,34686,26.70,506,0,FAILURE
1/9/22 1:23,34383,7.41,178,0,FAILURE
1/9/22 1:34,21922,21.99,900,0,FAILURE
1/9/22 2:06,34890,24.51,731,0,FAILURE
1/9/22 2:41,34200,20.54,773,0,FAILURE
1/9/22 2:42,31035,32.39,550,0,FAILURE
1/9/22 3:58,35223,18.34,656,0,FAILURE
1/9/22 4:09,35256,21.51,719,0,FAILURE
1/9/22 4:59,22529,30.29,860,0,FAILURE
1/9/22 5:17,35432,20.40,945,0,FAILURE
1/9/22 5:29,22623,5.78,574,0,FAILURE
1/9/22 5:59,22711,13.70,411,0,FAILURE
1/9/22 6:05,35402,9.96,19,1,FAILURE
1/9/22 7:00,35733,14.87,934,0,SUCCESS
1/9/22 7:04,35757,7.49,700,0,FAILURE
1/9/22 7:28,35820,22.15,603,1,FAILURE
1/9/22 8:12,35773,23.00,116,0,FAILURE
1/9/22 8:35,23186,17.48,25,0,FAILURE
1/9/22 8:47,35866,27.68,48,0,FAILURE
1/9/22 10:03,36294,13.59,982,1,FAILURE
1/9/22 10:10,23471,11.76,27,0,FAILURE
1/9/22 11:20,23681,31.33,458,1,FAILURE
1/9/22 12:18,23852,0.01,882,1,FAILURE
1/9/22 13:14,35884,29.38,48,0,FAILURE
1/9/22 13:15,24029,8.88,512,0,SUCCESS
1/9/22 13:47,36952,24.39,238,1,FAILURE
1/9/22 14:48,37136,26.89,761,0,FAILURE
1/9/22 15:58,37350,27.53,156,0,FAILURE
1/9/22 16:11,37394,23.72,894,0,FAILURE
1/9/22 16:56,37529,30.42,823,0,FAILURE
1/9/22 17:55,37193,9.38,142,0,FAILURE
1/9/22 19:24,37969,15.44,289,0,FAILURE
1/9/22 20:11,37657,7.58,324,0,FAILURE
1/9/22 20:23,38148,14.18,607,0,FAILURE
1/9/22 21:04,38271,1.88,637,0,FAILURE
1/9/22 22:15,38505,23.78,614,0,FAILURE
1/9/22 22:18,25667,16.90,870,0,FAILURE
1/9/22 22:35,25721,19.12,937,0,FAILURE
1/9/22 22:39,25732,23.42,267,1,FAILURE
1/9/22 22:53,38611,10.02,911,0,FAILURE
1/9/22 23:18,38693,23.05,107,0,FAILURE
1/10/22 0:53,38990,20.47,379,1,FAILURE
1/10/22 1:09,26184,12.62,240,1,FAILURE
1/10/22 1:09,39039,6.95,135,0,FAILURE
1/10/22 2:00,26321,6.18,486,0,FAILURE
1/10/22 2:04,39203,6.10,313,0,FAILURE
1/10/22 2:22,39255,17.92,258,0,FAILURE
1/10/22 2:56,26493,31.01,910,0,FAILURE
1/10/22 4:28,39625,24.90,727,0,FAILURE
1/10/22 4:54,39713,30.21,573,0,FAILURE
1/10/22 5:02,39734,17.29,86,0,FAILURE
1/10/22 5:04,39551,11.53,917,0,FAILURE
1/10/22 5:58,39899,3.18,235,1,FAILURE
1/10/22 6:15,39949,31.40,894,0,FAILURE
1/10/22 6:30,39901,7.68,468,1,FAILURE
1/10/22 6:49,40047,24.48,158,0,FAILURE
1/10/22 7:13,40120,29.31,586,0,FAILURE
1/10/22 7:15,27231,24.57,130,0,FAILURE
1/10/22 7:31,40188,25.13,285,0,FAILURE
1/10/22 9:30,40537,21.11,508,0,FAILURE
1/10/22 12:31,41077,8.75,516,0,FAILURE
1/10/22 14:15,41398,26.97,440,0,SUCCESS
1/10/22 15:49,41669,20.92,811,0,FAILURE
1/10/22 16:01,37087,14.05,694,0,FAILURE
1/10/22 17:31,41987,30.71,221,0,FAILURE
1/10/22 18:11,42112,16.51,256,0,FAILURE
1/10/22 18:24,29247,33.57,822,0,FAILURE
1/10/22 19:50,29520,24.08,696,0,FAILURE
1/10/22 20:31,29652,10.53,645,1,FAILURE
1/10/22 20:36,42527,11.06,950,0,FAILURE
1/10/22 21:03,42650,36.46,266,0,FAILURE
1/10/22 21:47,42727,2.77,353,0,FAILURE
1/10/22 21:59,29909,30.64,71,0,FAILURE
1/10/22 22:19,42689,26.42,73,0,FAILURE
1/10/22 22:33,42481,1.26,507,0,FAILURE
1/10/22 22:53,42895,28.07,586,0,FAILURE
1/10/22 23:19,30158,14.83,63,0,FAILURE
1/10/22 23:27,43067,32.84,264,0,FAILURE
1/11/22 0:00,43159,19.37,461,0,FAILURE
1/11/22 0:07,43184,20.63,638,1,FAILURE
1/11/22 0:28,30363,32.43,282,0,FAILURE
1/11/22 1:05,43357,26.44,753,1,FAILURE
1/11/22 2:58,30791,25.72,10,1,FAILURE
1/11/22 3:09,30820,27.04,545,0,FAILURE
1/11/22 3:39,43821,13.75,238,1,FAILURE
1/11/22 4:55,44051,7.82,432,0,FAILURE
1/11/22 6:05,31327,20.38,491,0,FAILURE
1/11/22 7:17,44474,24.95,79,0,FAILURE
1/11/22 8:45,44726,23.44,403,0,FAILURE
1/11/22 10:23,45021,26.32,842,0,FAILURE
1/11/22 10:43,45086,30.56,11,0,FAILURE
1/11/22 10:47,45062,1.87,242,0,FAILURE
1/11/22 10:54,45115,34.84,176,0,FAILURE
1/11/22 11:16,44952,14.76,818,0,FAILURE
1/11/22 11:26,44728,24.14,619,0,FAILURE
1/11/22 11:27,45229,16.08,896,0,FAILURE
1/11/22 12:19,45378,20.66,128,0,FAILURE
1/11/22 14:12,45715,25.37,880,0,FAILURE
1/11/22 15:14,45890,29.93,42,0,FAILURE
1/11/22 15:50,45999,40.88,573,0,FAILURE
1/11/22 16:55,46198,33.34,672,0,FAILURE
1/11/22 18:30,46482,0.01,246,0,FAILURE
1/11/22 18:42,46520,28.96,579,1,FAILURE
1/11/22 19:01,46571,11.31,452,0,FAILURE
1/11/22 19:01,46572,20.06,271,0,FAILURE
1/11/22 19:34,46565,16.52,153,0,FAILURE
1/11/22 19:55,46714,22.13,741,1,FAILURE
1/11/22 19:56,46223,28.14,337,0,FAILURE
1/11/22 21:18,46990,11.80,623,1,FAILURE
1/11/22 21:58,34165,27.47,528,0,FAILURE
1/11/22 22:01,47116,35.19,505,1,FAILURE
1/11/22 23:22,43544,7.09,863,0,FAILURE
1/11/22 23:24,47353,14.26,628,0,FAILURE
1/12/22 1:11,34741,31.54,544,0,FAILURE
1/12/22 1:12,47676,27.48,536,0,FAILURE
1/12/22 4:13,48171,15.87,189,1,FAILURE
1/12/22 4:53,48311,4.63,602,0,FAILURE
1/12/22 5:41,48458,33.19,856,0,FAILURE
1/12/22 7:02,48702,25.94,58,0,FAILURE
1/12/22 7:26,48778,20.28,467,1,FAILURE
1/12/22 8:13,48700,19.73,508,0,FAILURE
1/12/22 8:13,48647,0.01,550,0,FAILURE
1/12/22 11:41,49469,9.61,597,0,FAILURE
1/12/22 11:52,47831,15.31,132,0,FAILURE
1/12/22 14:41,50079,14.71,576,0,FAILURE
1/12/22 17:17,48853,17.18,933,1,FAILURE
1/12/22 17:35,43151,21.20,570,0,FAILURE
1/12/22 18:40,37842,25.67,807,1,FAILURE
1/12/22 19:33,50955,15.36,488,0,FAILURE
1/12/22 19:37,38017,15.46,865,0,FAILURE
1/12/22 21:20,50130,16.97,66,1,FAILURE
1/12/22 21:21,38332,36.31,752,0,FAILURE
1/12/22 21:33,50901,7.61,891,0,FAILURE
1/12/22 21:54,51331,15.23,409,0,FAILURE
1/12/22 22:00,38459,17.25,900,0,FAILURE
1/12/22 22:05,50950,17.06,851,0,FAILURE
1/12/22 22:10,38489,20.00,265,0,FAILURE
1/12/22 23:05,38653,19.75,392,1,FAILURE
1/12/22 23:51,51727,4.37,979,0,FAILURE
1/13/22 0:38,51136,27.48,877,0,FAILURE
1/13/22 2:05,50959,22.47,330,1,FAILURE
1/13/22 2:56,52277,10.00,23,0,FAILURE
1/13/22 4:47,52613,35.66,72,0,FAILURE
1/13/22 5:00,39730,16.86,424,0,FAILURE
1/13/22 6:06,52748,19.15,101,0,FAILURE
1/13/22 8:20,47117,5.34,295,0,SUCCESS
1/13/22 8:28,53126,19.88,684,0,FAILURE
1/13/22 10:24,53621,7.20,565,0,FAILURE
1/13/22 11:11,40845,9.97,54,1,FAILURE
1/13/22 11:16,53785,39.38,86,0,FAILURE
1/13/22 11:17,53700,32.49,669,0,FAILURE
1/13/22 12:46,53620,21.79,197,1,FAILURE
1/13/22 13:01,54092,37.39,988,0,FAILURE
1/13/22 13:52,54249,13.48,729,1,FAILURE
1/13/22 15:25,54487,35.12,631,0,FAILURE
1/13/22 15:33,41620,7.13,933,1,FAILURE
1/13/22 16:18,54701,22.20,964,0,SUCCESS
1/13/22 17:07,54845,4.04,187,0,SUCCESS
1/13/22 18:06,55030,19.87,503,0,FAILURE
1/13/22 18:43,55128,10.32,982,1,FAILURE
1/13/22 20:01,55169,25.61,689,0,FAILURE
1/13/22 20:46,55502,7.03,956,1,FAILURE
1/13/22 22:26,55803,10.99,47,0,FAILURE
1/13/22 22:26,55805,19.06,830,0,FAILURE
1/14/22 0:58,43339,13.83,83,0,FAILURE
1/14/22 1:32,56326,20.02,899,0,FAILURE
1/14/22 2:26,43604,22.00,195,0,FAILURE
1/14/22 2:49,56554,18.08,897,1,FAILURE
1/14/22 2:53,56542,20.48,961,0,FAILURE
1/14/22 3:51,56747,2.07,619,0,FAILURE
1/14/22 5:13,57011,28.70,116,0,FAILURE
1/14/22 8:07,57540,3.13,924,0,FAILURE
1/14/22 10:00,57871,16.10,527,1,FAILURE
1/14/22 11:17,58090,21.67,738,0,FAILURE
1/14/22 11:21,52082,20.54,824,0,FAILURE
1/14/22 13:27,58277,23.26,387,0,FAILURE
1/14/22 13:34,45613,16.93,34,0,FAILURE
1/14/22 15:12,58796,15.73,286,1,FAILURE
1/14/22 15:59,58935,19.45,771,0,FAILURE
1/14/22 16:15,58974,11.77,146,0,FAILURE
1/14/22 18:08,59317,22.89,672,0,FAILURE
1/14/22 18:23,59366,25.88,835,1,FAILURE
1/14/22 18:38,46506,11.58,672,0,FAILURE
1/14/22 18:51,59455,20.45,489,0,FAILURE
1/14/22 19:05,59226,37.16,746,1,FAILURE
1/14/22 19:16,59522,23.80,150,1,FAILURE
1/14/22 19:29,46654,16.34,702,0,FAILURE
1/14/22 19:49,59421,27.53,969,0,FAILURE
1/14/22 20:08,59682,9.23,460,0,FAILURE
1/14/22 20:14,46796,27.06,614,0,FAILURE
1/14/22 20:42,46883,9.82,971,1,FAILURE
1/14/22 22:57,60169,25.45,456,0,FAILURE
1/15/22 0:03,47480,33.61,869,1,FAILURE
1/15/22 0:07,60370,35.98,246,0,FAILURE
1/15/22 0:08,60374,9.12,995,1,FAILURE
1/15/22 0:52,60504,28.20,691,1,FAILURE
1/15/22 1:53,48474,11.69,577,1,FAILURE
1/15/22 3:13,60906,22.63,495,1,FAILURE
1/15/22 3:37,48085,7.26,473,0,FAILURE
1/15/22 3:40,61001,11.82,519,0,FAILURE
1/15/22 3:54,61044,26.82,187,0,FAILURE
1/15/22 4:22,48216,25.61,10,1,FAILURE
1/15/22 4:36,61169,22.20,556,0,FAILURE
1/15/22 9:24,62017,34.36,815,0,FAILURE
1/15/22 9:52,62100,17.31,201,1,FAILURE
1/15/22 12:23,62549,18.07,749,0,FAILURE
1/15/22 12:24,62551,11.59,229,0,FAILURE
1/15/22 12:55,62629,16.70,360,0,FAILURE
1/15/22 14:00,62837,27.98,744,0,FAILURE
1/15/22 14:16,62884,3.44,965,1,FAILURE
1/15/22 14:26,50040,15.68,245,0,FAILURE
1/15/22 15:08,63024,14.36,17,0,FAILURE
1/15/22 15:14,63067,30.58,702,0,FAILURE
1/15/22 16:14,63238,14.58,226,0,FAILURE
1/15/22 17:31,63482,34.06,50,0,FAILURE
1/15/22 18:33,50771,6.25,571,0,FAILURE
1/15/22 19:37,63850,31.98,730,0,FAILURE
1/15/22 19:41,63864,10.82,768,0,FAILURE
1/15/22 20:08,63955,8.69,3,0,FAILURE
1/15/22 20:24,64005,19.14,145,0,FAILURE
1/15/22 21:50,53990,21.68,747,0,FAILURE
1/15/22 23:42,64435,15.66,905,0,FAILURE
1/16/22 0:31,64748,10.17,694,0,FAILURE
1/16/22 3:41,65341,30.49,684,0,FAILURE
1/16/22 4:06,64532,21.55,561,1,FAILURE
1/16/22 5:08,52670,16.81,736,1,FAILURE
1/16/22 5:23,65658,31.57,711,0,FAILURE
1/16/22 6:07,65795,9.72,730,0,FAILURE
1/16/22 6:44,52966,23.79,589,0,FAILURE
1/16/22 7:16,66005,37.54,465,1,FAILURE
1/16/22 8:26,66213,31.79,617,0,FAILURE
1/16/22 8:30,66225,8.81,118,1,FAILURE
1/16/22 10:22,66542,32.97,135,0,FAILURE
1/16/22 10:38,66581,27.68,361,0,FAILURE
1/16/22 10:39,66586,28.21,939,0,FAILURE
1/16/22 11:11,66688,21.10,280,0,FAILURE
1/16/22 12:13,66761,26.05,682,0,FAILURE
1/16/22 15:07,67382,29.62,125,1,FAILURE
1/16/22 16:16,67600,21.72,928,0,FAILURE
1/16/22 16:28,67642,32.20,942,0,FAILURE
1/16/22 16:37,67672,45.83,208,0,FAILURE
1/16/22 16:39,67679,13.12,724,0,FAILURE
1/16/22 16:42,67687,42.87,542,0,FAILURE
1/16/22 17:25,67814,44.56,273,1,FAILURE
1/16/22 17:35,67836,11.14,984,0,FAILURE
1/16/22 18:17,67961,1.28,89,0,FAILURE
1/16/22 18:37,68030,25.30,8,1,FAILURE
1/16/22 20:14,68305,21.19,944,0,FAILURE
1/16/22 20:48,68421,26.97,834,0,FAILURE
1/16/22 21:08,66281,30.08,877,0,FAILURE
1/16/22 22:18,68691,47.90,615,0,FAILURE
1/16/22 22:50,68795,8.99,688,1,FAILURE
1/16/22 22:53,68801,17.94,716,1,FAILURE
1/16/22 23:38,68936,12.93,589,0,FAILURE
1/16/22 23:52,68867,14.66,482,0,FAILURE
1/17/22 0:37,69115,34.05,339,1,FAILURE
1/17/22 1:03,56254,14.52,743,1,FAILURE
1/17/22 1:31,56324,22.29,166,0,FAILURE
1/17/22 1:47,69321,12.71,300,0,FAILURE
1/17/22 1:52,69332,12.39,159,0,FAILURE
1/17/22 2:08,69380,28.38,870,0,FAILURE
